time;P1_B2004;P1_B2016;P1_B3004;P1_B3005;P1_B4002;P1_B4005;P1_B400B;P1_B4022;P1_FCV01D;P1_FCV01Z;P1_FCV02D;P1_FCV02Z;P1_FCV03D;P1_FCV03Z;P1_FT01;P1_FT01Z;P1_FT02;P1_FT02Z;P1_FT03;P1_FT03Z;P1_LCV01D;P1_LCV01Z;P1_LIT01;P1_PCV01D;P1_PCV01Z;P1_PCV02D;P1_PCV02Z;P1_PIT01;P1_PIT02;P1_TIT01;P1_TIT02;P2_24Vdc;P2_Auto;P2_Emgy;P2_On;P2_SD01;P2_SIT01;P2_TripEx;P2_VT01e;P2_VXT02;P2_VXT03;P2_VYT02;P2_VYT03;P3_LCP01D;P3_LCV01D;P3_LH;P3_LL;P3_LT01;P4_HT_FD;P4_HT_LD;P4_HT_PO;P4_HT_PS;P4_LD;P4_ST_FD;P4_ST_LD;P4_ST_PO;P4_ST_PS;P4_ST_PT01;P4_ST_TT01;attack;attack_P1;attack_P2;attack_P3
2019-09-11 20:00:10;0.0983;1.0817;399.2321;1110.3986;32;0;30.9843;35.778;0;0.2838;100;95.4453;53.6265;54.2084;136.9858;691.3911;5.5694;29.9914;312.4618;1109.2904;19.8806;19.2886;396.3199;35.2188;36.3403;12;12.0102;1.0843;0.2138;36.0779;37.3444;28.0281;1;0;1;20;816;0;11.8131;-3.2746;-1.0731;0.8715;2.1163;706;13850;70;10;28.8773;0.0003;66.5799;63.0425;0;405.5266;-0.003;337.8002;333.2791;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:11;0.0983;1.0845;399.2321;1110.3986;32;0;29.9914;35.7872;0;0.2838;100;95.4453;53.909;54.2084;132.9803;713.2393;5.9509;28.9981;308.2657;1113.4362;19.7479;19.2886;396.4732;35.2251;36.3403;12;12.0102;1.0835;0.2153;36.0779;37.3596;28.029;1;0;1;20;814;0;11.7679;-4.3117;-1.628;0.4227;2.3546;672;13925;70;10;28.8773;0;66.7245;63.3862;0;406.9372;-0.0033;338.2704;333.894;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:12;0.0983;1.0839;399.2321;1110.3986;32;0;28.9981;35.7853;0;0.2838;100;95.4453;53.6437;54.2084;138.1302;692.3841;5.9509;30.9843;312.2711;1106.4203;20.0246;19.2886;396.4221;35.2422;36.3403;12;12.0102;1.0812;0.2199;36.0779;37.3596;28.0203;1;0;1;20;814;0;11.8875;-3.232;-1.2288;0.344;1.852;638;14000;70;10;28.8194;0.0003;66.8764;63.6936;0;407.2808;0.001;339.9884;334.563;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:13;0.0983;1.0857;399.2321;1110.3986;32;0;30.9843;35.7914;0;0.2838;100;95.5215;53.7266;54.2084;134.8877;719.1976;6.3324;30.9843;310.936;1113.1173;19.7872;19.2886;396.4732;35.2517;36.3403;12;12.0102;1.0812;0.2176;36.0931;37.3596;28.0264;1;0;1;20;815;0;11.7263;-4.1142;-1.3899;0.9557;2.5164;608;14070;70;10;28.8773;0.0003;67.0211;64.1457;0;408.9808;0.0007;337.6736;335.0152;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:14;0.0983;1.0845;399.2321;1110.3986;32;0;30.9843;35.7872;0;0.2914;100;95.491;53.8987;54.216;131.8359;702.3152;6.5231;32.9705;308.4564;1110.885;19.881;19.2963;396.4732;35.2627;36.3403;12;12.0102;1.0843;0.2145;36.0931;37.3596;28.0299;1;0;1;20;814;0;11.891;-3.577;-1.482;-0.0835;1.8343;578;14134;70;10;28.8194;0.0003;67.1369;64.3807;0;409.4329;0.0005;340.3682;335.3046;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:15;0.0983;1.086;399.2321;1110.3986;32;0;32.9705;35.7922;0;0.2762;100;95.4529;53.6857;54.2084;122.8714;686.4258;6.7138;33.9638;311.6989;1106.7391;20.0725;19.2886;396.6266;35.2423;36.3403;12;12.0178;1.0843;0.2153;36.0931;37.3749;28.0264;1;0;1;20;814;0;11.7648;-3.572;-1.1426;1.0645;2.3392;550;14196;70;10;28.8194;0.0003;67.3322;64.6882;0;407.7329;-0.0011;342.0139;335.3046;50.9871;9973;27627;0;0;0;0
2019-09-11 20:00:16;0.0983;1.0869;399.2321;1110.3986;32;0;33.9638;35.7952;0;0.2838;100;95.5139;53.8126;54.2084;128.7842;639.7503;5.7602;34.9568;309.7915;1112.1606;19.8528;19.2886;396.371;35.2502;36.3403;12;12.0102;1.0835;0.2184;36.0779;37.3596;28.0247;1;0;1;20;815;0;11.823;-4.1148;-1.6458;0.0471;2.1082;524;14249;70;10;28.8194;0;67.4117;64.9233;0;406.9011;0.0009;338.1077;336.2087;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:17;0.0983;1.0873;399.2321;1110.3986;32;0;34.9568;35.7967;0;0.2838;100;95.4681;53.9254;54.2084;127.6398;670.5364;5.9509;29.9914;308.2657;1108.9714;20.0415;19.2886;396.5243;35.2598;36.3403;12;12.0102;1.0835;0.2115;36.0931;37.3749;28.0247;1;0;1;20;814;0;11.8351;-3.2145;-1.1122;0.7142;2.0242;496;14300;70;10;28.8194;0;67.5058;65.1765;0;409.5956;-0.0011;339.3735;337.2577;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:18;0.0983;1.0896;399.2321;1110.3986;32;0;29.9914;35.8044;0;0.2838;100;95.4453;53.8342;54.2084;125.5417;664.5776;6.3324;30.9843;309.7915;1106.4203;20.1482;19.2886;396.6777;35.2639;36.3403;12;12.0102;1.0843;0.2184;36.0779;37.3596;28.0195;1;0;1;20;814;0;11.7341;-4.3052;-1.5627;0.6541;2.4464;473;14351;70;10;28.7905;0;67.6071;65.4839;0;409.9031;-0.0023;340.7119;337.547;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:19;0.0983;1.0956;399.2321;1110.3986;32;0;30.9843;35.8242;0;0.2838;100;95.4681;53.7863;54.2084;127.4491;653.6535;6.1417;32.9705;310.5545;1108.9714;20.0501;19.2886;396.4732;35.2738;36.3403;12;12.0102;1.0835;0.2115;36.1084;37.3444;28.0256;1;0;1;20;816;0;11.9028;-3.3294;-1.3196;0.1271;1.7978;449;14398;70;10;28.7616;0;67.73;65.7009;0;410.4999;-0.0054;342.4117;337.4927;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:20;0.0983;1.0967;399.2321;1110.3986;32;0.0076;32.9705;35.828;0;0.2838;100;95.5597;53.8941;54.2084;128.7842;663.5847;5.7602;31.9776;309.0286;1110.2472;20.055;19.2886;396.4732;35.3117;36.3403;12;12.0102;1.0843;0.2145;36.0779;37.3596;28.0238;1;0;1;20;814;0;11.7294;-3.8947;-1.2617;1.0708;2.4826;427;14443;70;10;28.7616;0;67.853;65.8999;0;409.5233;-0.0007;342.5926;338.0714;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:21;0.0983;1.0981;399.2321;1110.3986;32;0;31.9776;35.8326;0;0.2838;100;95.4681;53.9986;54.2084;130.5008;670.5364;5.5694;29.9914;307.6935;1107.6958;20.1821;19.2886;396.5755;35.3198;36.3403;12;12.0102;1.0812;0.2145;36.0779;37.3444;28.0186;1;0;1;20;815;0;11.8653;-3.7926;-1.5579;-0.1009;1.9209;406;14486;70;10;28.7616;0;67.9471;66.0988;0;410.8073;-0.0001;342.5022;338.6501;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:22;0.0983;1.1;399.2321;1110.3986;32;0;29.9914;35.8391;0;0.2838;100;95.4605;53.8577;54.2084;123.825;679.4742;5.9509;28.9981;309.9823;1105.4635;20.2887;19.2886;396.6266;35.3492;36.3403;12;12.0102;1.0805;0.213;36.0779;37.3444;28.0229;1;0;1;20;815;0;11.7927;-3.3429;-1.0734;0.9759;2.2168;389;14526;70;10;28.7616;0;68.0194;66.1802;0;411.0424;-0.0006;341.2724;338.7044;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:23;0.0983;1.0989;399.2321;1110.3986;32;0;28.9981;35.8353;0;0.2838;100;95.4453;53.8085;54.2084;133.934;644.7157;6.5231;30.9843;310.7452;1109.2904;20.1578;19.2886;396.371;35.3719;36.3403;12;12.0102;1.0797;0.2176;36.0779;37.3596;28.0265;1;0;1;20;815;0;11.7854;-4.2715;-1.6411;0.296;2.2788;369;14560;70;10;28.7616;0;68.0989;66.2616;0;411.2775;-0.0011;342.9181;339.4279;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:24;0.0983;1.1018;399.2321;1110.3986;32;0;30.9843;35.8448;0;0.2838;100;95.4453;53.6069;54.2084;129.9286;697.3499;5.3787;33.9638;313.6062;1110.5659;20.1704;19.2886;396.6266;35.3796;36.3403;12;12.0102;1.0797;0.2176;36.0779;37.3596;28.0307;1;0;1;20;813;0;11.8719;-3.219;-1.1988;0.4518;1.8795;351;14597;70;10;28.7037;0;68.1424;66.4424;0;411.2413;-0.0034;343.8224;338.7044;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:25;0.0983;1.1007;399.2321;1110.3986;32;0;33.9638;35.8414;0;0.2838;100;95.4529;53.6943;54.2084;132.5988;676.4947;6.3324;28.0051;312.0803;1115.3496;19.9454;19.2886;396.4732;35.4042;36.3403;12;12.0102;1.0797;0.2168;36.0931;37.3444;28.0264;1;0;1;20;815;0;11.7224;-4.1913;-1.4412;0.8752;2.5031;334;14628;70;10;28.7037;0;68.2147;66.6414;0;413.2125;-0.0021;344.2563;339.1204;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:26;0.0983;1.0997;399.2321;1110.3986;32;0;28.0051;35.8379;0;0.2991;100;95.4529;53.9392;54.216;134.8877;690.3979;6.1417;32.9705;308.4564;1112.7983;20.0772;19.2886;396.4221;35.4099;36.3403;12;12.0102;1.0805;0.21;36.0779;37.3444;28.0255;1;0;1;20;815;0;11.896;-3.502;-1.4383;-0.0718;1.7639;318;14665;70;10;28.6458;0.0002;68.3087;66.7499;0;413.1583;0.0015;344.799;339.4821;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:27;0.0983;1.0987;399.2321;1110.3986;32;0;32.9705;35.8345;0;0.2762;100;95.5215;53.8199;54.2084;132.7896;702.3152;6.5231;31.9776;310.3637;1106.7391;20.3501;19.2886;396.6777;35.4109;36.3403;12;12.0102;1.0805;0.2191;36.1084;37.3444;28.0246;1;0;1;20;814;0;11.755;-3.6475;-1.1486;1.0934;2.3961;301;14695;70;10;28.7037;0.0002;68.3883;66.9488;0;412.9051;0.001;342.249;339.9161;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:28;0.0983;1.0992;399.2321;1110.3986;32;0.0067;31.9776;35.8364;0;0.2838;100;95.4605;54.0227;54.2084;134.3154;691.3911;6.5231;33.9638;307.5027;1109.9281;20.2071;19.2886;396.6777;35.4151;36.3403;12;12.0102;1.0812;0.2184;36.0779;37.3444;28.0195;1;0;1;20;814;0;11.8388;-4.0182;-1.6256;-0.0329;2.0248;287;14719;70;10;28.6458;0;68.4317;67.1296;0;412.67;0.003;344.1479;340.6033;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:29;0.0983;1.1011;399.2321;1110.3986;32;0;33.9638;35.8425;0;0.2838;100;95.4529;53.9767;54.2084;125.9231;699.3357;5.9509;33.9638;308.4564;1105.1447;20.428;19.3802;396.7288;35.4232;36.3403;12;12.0102;1.0797;0.2191;36.1084;37.3596;28.0238;1;0;1;20;814;0;11.8237;-3.2393;-1.0781;0.7995;2.049;272;14749;70;10;28.6458;0;68.5113;67.31045;0;412.52535;0.0048;343.533;341.4714;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:30;0.0983;1.1019;399.2321;1110.3986;32;0.0083;33.9638;35.8452;0;0.2838;100;95.4529;54.1253;54.2084;136.6043;655.6398;5.9509;30.9843;306.5491;1106.7391;20.3916;20.2881;396.4732;35.4499;36.3403;12;12.0102;1.0568;0.2199;36.0779;37.3444;28.0308;1;0;1;20;816;0;11.7539;-4.3324;-1.6194;0.5071;2.3747;260;14769;70;10;28.588;0;68.5547;67.40087;0;413.07692;0.00235;345.1786;341.9235;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:31;0.0983;1.1052;399.2321;1110.3986;32;0;30.9843;35.8562;0;0.2838;100;95.4529;53.9518;54.2084;155.6778;711.2531;6.3324;30.9843;309.4101;1103.55;20.6014;20.3796;396.5755;35.5849;36.3403;12;12.0102;1.0454;0.2191;36.0779;37.3444;28.0203;1;0;1;20;815;0;11.8953;-3.2805;-1.2763;0.2299;1.8075;247;14793;70;10;28.588;0;68.6053;67.4913;0;413.6285;-0.0001;344.9436;341.8511;50.9871;9973;27629;0;0;0;0
2019-09-11 20:00:32;0.0983;1.1085;399.2321;1110.3986;32;0.0055;30.9843;35.8673;0;0.2838;100;95.4529;53.9734;54.2084;132.5988;793.9454;6.7138;32.9705;309.2194;1108.3336;20.4299;20.3567;396.9333;35.6849;36.3403;12;12.0102;1.0454;0.2153;36.0626;37.3444;28.0247;1;0;1;20;815;0;11.7271;-4.0205;-1.3382;1.018;2.4945;233;14820;70;10;28.588;-0.0002;68.6777;67.5456;0;415.021;-0.0027;345.3595;341.9053;50.9871;9964;27629;0;0;0;0
2019-09-11 20:00:33;0.0983;1.1107;399.2321;1110.3986;32;0;32.9705;35.8746;0;0.2838;100;95.4758;53.9562;54.2084;142.7078;690.3979;5.7602;34.9568;309.6008;1108.0148;20.4096;20.3567;396.9844;35.7323;36.3403;12;12.0102;1.0439;0.2122;36.0626;37.3444;28.0264;1;0;1;20;815;0;11.8809;-3.6836;-1.5235;-0.1382;1.8185;223;14844;70;10;28.588;0;68.7428;67.6722;0;414.3519;-0.0036;346.0106;341.6522;50.9871;9959;27627;0;0;0;0
2019-09-11 20:00:34;0.0983;1.1099;399.2321;1110.3986;32;0;34.9568;35.8719;0;0.2838;100;95.5215;54.0167;54.2084;147.0947;743.032;6.7138;29.9914;308.8379;1108.6526;20.4005;20.3567;396.9844;35.7832;36.3403;12;12.0102;1.0416;0.2115;36.0779;37.3444;28.0255;1;0;1;20;814;0;11.7743;-3.4515;-1.0918;1.026;2.2569;213;14862;70;10;28.5301;0;68.7934;67.8168;0;414.2976;0.0001;344.4553;342.3575;50.9871;9960;27629;0;0;0;0
2019-09-11 20:00:35;0.0983;1.1098;399.2321;1110.3986;32;0;29.9914;35.8715;0;0.2838;100;95.4529;54.0154;54.2084;136.9858;765.8731;6.5231;34.9568;309.0286;1107.377;20.4775;20.3644;396.831;35.8245;36.3403;12;12.0102;1.0393;0.2176;36.0626;37.3444;28.0255;1;0;1;20;815;0;11.8084;-4.1871;-1.6512;0.12;2.1477;203;14884;70;10;28.5301;0;68.8513;67.9254;0;415.021;0.0017;345.5947;342.701;50.9871;9955;27629;0;0;0;0
2019-09-11 20:00:36;0.0983;1.1099;399.2321;1110.3986;32;0;34.9568;35.8719;0;0.2838;100;95.4758;53.8253;54.2084;141.3727;713.2393;7.0953;33.9638;311.8896;1107.6958;20.5187;20.3567;397.0866;35.87;36.3403;12;12.0102;1.037;0.2145;36.0626;37.3444;28.0281;1;0;1;20;817;0;11.8501;-3.2078;-1.1469;0.5874;1.934;191;14898;70;10;28.5301;0;68.8658;68.0519;0;414.171;0.0007;344.184;342.665;50.9871;9951;27629;0;0;0;0
2019-09-11 20:00:37;0.0983;1.1111;399.2321;1110.3986;32;0;33.9638;35.8761;0;0.2838;100;95.4529;53.6697;54.2084;145.5688;736.0804;6.3324;36.943;313.9877;1112.4795;20.3026;20.3567;396.9844;35.9179;36.3403;12;12.0102;1.0423;0.2107;36.0626;37.3444;28.0238;1;0;1;20;815;0;11.7231;-4.2755;-1.5072;0.7475;2.4478;183;14908;70;10;28.5301;-0.0002;68.8658;68.0881;0;414.1168;-0.0021;344.7266;342.9724;50.9871;9948;27629;0;0;0;0
2019-09-11 20:00:38;0.0983;1.1147;399.2321;1110.3986;32;0;36.943;35.8879;0;0.2838;100;95.4529;53.7411;54.2084;140.419;731.1147;6.1417;31.9776;312.6526;1113.7551;20.1802;20.3567;397.1378;35.9329;36.3403;12;12.0102;1.04;0.2115;36.0779;37.3444;28.0203;1;0;1;20;814;0;11.9017;-3.4069;-1.3797;0.0108;1.7737;173;14925;70;10;28.4722;0;68.8947;68.1605;0;412.688;0.0008;344.5638;342.9181;50.9871;9955;27629;0;0;0;0
2019-09-11 20:00:39;0.0983;1.1123;399.2321;1110.3986;32;0;32.9705;35.8799;0;0.2838;100;95.4453;54.0089;54.2084;147.6669;731.1147;5.9509;31.9776;308.6472;1113.7551;20.2421;20.3567;397.24;35.9979;36.3403;12;12.0178;1.0416;0.2122;36.0626;37.3444;28.0307;1;0;1;20;814;0;11.7415;-3.774;-1.2054;1.0662;2.4139;166;14935;70;10;28.4722;0;68.8947;68.2328;0;413.52;0.0003;344.4734;343.1533;50.9871;9953;27629;0;0;0;0
2019-09-11 20:00:40;0.0983;1.1115;399.2321;1110.3986;32;0;31.9776;35.8772;0;0.2838;100;95.4529;54.0491;54.2084;140.6097;768.8523;5.9509;30.9843;308.2657;1107.0581;20.5083;20.3567;397.2911;36.0146;36.3403;12;12.0102;1.0423;0.2161;36.0779;37.3444;28.0238;1;0;1;20;816;0;11.8545;-3.9075;-1.5883;-0.0868;1.965;156;14945;70;10;28.4722;0;68.8947;68.287;0;414.4061;0.0005;343.7681;343.0628;50.9871;9952;27629;0;0;0;0
2019-09-11 20:00:41;0.0983;1.1117;399.2321;1110.3986;32;0;30.9843;35.878;0;0.2838;100;95.4758;53.9042;54.2084;150.7187;732.108;5.5694;30.9843;310.5545;1106.4203;20.5548;20.3567;397.4444;36.0418;36.3403;12;12.0102;1.0416;0.2176;36.0779;37.3291;28.0281;1;0;1;20;815;0;11.8108;-3.2944;-1.0773;0.8878;2.1272;149;14955;70;10;28.4722;0.0003;68.8947;68.3594;0;411.2956;0.0056;343.9489;342.8277;50.9871;9953;27629;0;0;0;0
2019-09-11 20:00:42;0.0983;1.1077;399.2321;1110.3986;32;0;30.9843;35.8646;0;0.2838;100;95.5292;53.8513;54.2084;137.9395;782.6385;6.1417;28.9981;311.3174;1110.2472;20.3988;20.3567;397.5467;36.0816;36.3403;12;12.0102;1.0423;0.2161;36.0779;37.3444;28.0273;1;0;1;20;814;0;11.7684;-4.3061;-1.6182;0.4139;2.3435;142;14958;70;10;28.4722;0;68.8658;68.3956;0;412.1456;0.0047;343.1533;343.8947;50.9871;9953;27629;0;0;0;0
2019-09-11 20:00:43;0.0983;1.1115;399.2321;1110.3986;32;0;28.9981;35.8772;0;0.2838;100;95.4681;53.8736;54.2084;147.0947;718.2047;5.7602;31.9776;310.936;1111.5228;20.3424;20.3567;397.5978;36.0916;36.3403;12;12.0102;1.0408;0.2176;36.0779;37.3291;28.0273;1;0;1;20;815;0;11.8887;-3.2407;-1.2283;0.3243;1.8189;135;14965;70;10;28.4144;0;68.8513;68.3956;0;413.2849;0.0025;345.3052;343.7862;50.9871;9953;27629;0;0;0;0
2019-09-11 20:00:44;0.0983;1.1132;399.2321;1110.3986;32;0.002;31.9776;35.8829;0;0.2838;100;95.4605;53.8716;54.2084;135.2692;765.8731;5.5694;29.9914;310.936;1110.885;20.3694;20.3567;397.7511;36.1521;36.3403;12;12.0102;1.0378;0.2161;36.0626;37.3444;28.0221;1;0;1;20;815;0;11.7259;-4.0991;-1.374;0.9579;2.4992;129;14969;70;10;28.4144;0;68.8513;68.4678;0;411.0062;0.0035;343.1351;343.8947;50.9871;9952;27629;0;0;0;0
2019-09-11 20:00:45;0.0983;1.1137;399.2321;1110.3986;32;0;29.9914;35.8845;0;0.2838;100;95.4453;53.7223;54.2084;142.8985;704.3015;7.0953;28.9981;313.0341;1110.885;20.3545;20.3567;398.0067;36.2125;36.3403;12;12.0102;1.0385;0.2145;36.0779;37.3444;28.0203;1;0;1;20;814;0;11.8908;-3.5686;-1.4591;-0.1003;1.8056;122;14976;70;10;28.3565;0;68.8223;68.4678;0;413.6466;0.002;343.533;343.7681;50.9871;9949;27629;0;0;0;0
2019-09-11 20:00:46;0.0983;1.1154;399.2321;1110.3986;32;0.0027;28.9981;35.8902;0;0.2838;100;95.4453;53.9341;54.2084;142.1356;744.025;5.9509;36.943;309.7915;1114.3929;20.1741;20.3567;397.9045;36.2486;36.3403;12;12.0102;1.037;0.213;36.0626;37.3444;28.0264;1;0;1;20;816;0;11.766;-3.5405;-1.1121;1.0718;2.3414;115;14976;70;10;28.3565;-0.0002;68.7934;68.5402;0;411.8743;-0.0009;343.5149;343.3521;50.9871;9948;27629;0;0;0;0
2019-09-11 20:00:47;0.0983;1.1169;399.2321;1110.3986;32;0;36.943;35.8952;0;0.2838;100;95.4453;53.779;54.2084;144.2337;740.0526;6.5231;30.9843;312.0803;1108.9714;20.414;20.3567;397.9556;36.3032;36.3403;12;12.0102;1.04;0.2161;36.0779;37.3291;28.0255;1;0;1;20;815;0;11.821;-4.1184;-1.6379;0.0731;2.1303;108;14982;70;10;28.3565;-0.0002;68.7934;68.5402;0;412.5977;-0.0023;344.2925;342.9362;50.9871;9948;27629;0;0;0;0
